,text,mbti
350,ISFJ님입니다 참... 보면서 참 마음이 아픕니다 공감대가 많다 보니까~ 더.. 좋은 것 같아요 저의 룸메이트거든요,isfp
351,ESTJ 님? 같은 STJ가 너무... 똑같은 사람일 거라 안 맞을 거라고 조금 무심결에 상상을 했었는데 오늘 또 대화를 해보니까 같아서 또 많이 공감 할 수 있는 부분이 많더라고요 그래서.. 되게 신기하고 재밌고 얘기도 많이 잘 통했어요,istj
352,저희 저녁 식사할 때 N분 들어오셨을 때 그때 느꼈어요 아 이게 S랑 N의 차이구나? 저희는... 그 약간 상상? 하는 거를 되게 못하는데 그 저녁 먹으면서 이런 상황에서 한번 상황극을 해보자 라는 그 설정 레퍼토리를 정말 상상력을 총동원해가지고는 막 이렇게 얘기하시는 게 아 이래서 이렇게 나누어지는구나 라고 딱 느꼈던 부분인 거 같아요 오늘 그게 제일 재미있었어요,istj
353,N하고 S하고 차이를 모를 만큼 뭔가 그냥 특별할 거 없이 재미있던 하루였던 거 같아요 ,entp
354,ENTJ 오빠가 안 계셔서 오늘 하루 생활이 너무 조용했어요 약간 덜 기가 빨렸다,esfj
355,음 너무 에너지가 과해서 좀 부담이 됐다 이렇게 느끼신 분들이 있어서 그런지 어제 내 얘기만 너무 많이 하지 않았나 이렇게 생각하면서 뭔가 굿 리스너가 한번 돼 보자 다른 사람의 상황도 조금 이해하면서 다가가 보면 어떨까 해서 잘 됐을지는 모르겠지만 그래도 최대한 오늘은 좀 많이 들어보려고 했어요,entj
356,일단 어제보다 조금 한결 괜찮아진 것 같습니다 또 다른 나를 또 알게 된 하루였던 거 같습니다 ,enfj
357,어제는 어떻게 맞춰줘야 될지에 대한 좀 머리에 의문점이 있었거든요 그래서 조그만한 불편함이 있었는데 지금은 뭐 거의 없어진 거 같아요 그래서 너무 편합니다 이제는 이제 여기서 자기도 하고 그렇습니다,esfp
358,정말 N끼리만 모이니까 한 명도 빠짐없이 상상을 많이 하는 사람들이다 보니까 뭔가 소외되는 사람 없이 그 상황에 다 몰입해가지고 대화를 하는 게 엄청 흥미로웠고 어 뭔가 좀 마음이 편했던 거 같아요,enfp
359,오늘은 그 장기자랑할 때도 저는 이제 I들은 대개 좀 못 할려고 하고 E는 막 잘 할 거 같고 이런 게 아니라 그냥 사람마다 다르다는 거를 저는 좀 느꼈던 거 같고요 ,istp
360,E분들하고 섞이니까 다양한 이렇게 활동을 해도 되게 즐겁게 더 활기차게 할 수 있는 부분이 있는 걸 또 발견을 했습니다,infj
361,오늘은 조금 많이 피곤하고 막 밥도 제대로 많이 못 먹어가지고 약간 힘든 내색을 한 거 같아서 걱정이 많았는데 N끼리 있어서 그런지는 모르겠지만 되게 편했고 막 그래서 좋았었던 거 같아요 ,infp
362,뭔가 오늘은 어제보다 어제의 저보다 많은 얘기를 했던 거 같아요 막 제 성격 원래 성격대로 어제는 좀 떨려가지고,estj
363,E와 I가 좀 밸런스 있게 4명씩 섞여있어서? 제가 생각했을 때 분위기가 분위기도 같이 균형이 잡혀있는 느낌이었고요 장기자랑... 타임이 있더라고요 그래서... 정말... 머리가 새하얘지면서 아찔했고 그 시간이 어떻게 지나갔는지 모를 정도로 힘들었습니다 ,intj
364,약간 안타까웠던 거는 우리 INTJ님 저의 모습을 엿보는 거 같았아요 저도 솔직히 뭐 장기자랑 이런 거 제일 사실 좀.. 불편해하는 편이에요 저는 대충 인형 만들기로 넘어갔는데,intp
365,음 장기자랑... 따흑! 아 눈물 나 아니 근데 정말 너무 떨렸어요 다들 재주꾼들이시고 저는 노래와 춤을 잘하지 않아요 뻔뻔함? 그거 한번 잘하면 되지 않을까 그래서 했죠,isfp
366,어제는 E끼리만 뭉쳐있다 보니까 E사이에서 약간 I인 느낌? 인듯한 느낌을 받았었는데 오늘은 N이랑 S에 대해 이렇게 따로따로 모여서 I랑도 좀 섞이게 되니까 조금 더 기가 살았다고 말할 수 있을 거 같아요,estp
367,오늘 하루를 보내보니까 세상에 진짜 너무너무너무너무너무너무너무 다양한 사람이 있는 거 같아서 너무 신기했습니다 이틀이 됐는데도 여전히 불편해요 그래서 집에 가고 싶어요 당황스럽고 울려고 한 게 아닌데 눈물이 나가지고 미안했어요 감사합니다 죄송합니다,isfj
372,따뜻한 얘기 하나 알려드릴까요? 제가 어제 여기서 자는 동안 ESTJ 오빠가 이불 덮어줬어요 이불 차고 다니니까... 너무 감동적이었어요 전 자고 있어서 몰랐는데...,esfj
375,어 뭐야ㅋㅋㅋ 귀요미ㅋㅋ,esfj
376,잘 잤어~? 뭐 줄까?,entp
377,그냥 엄마네 엄마가 돼 버렸어,entj
378,아하 제가 선택률이 낮은 직업은 교도관,intp
380,성직자 배우가 맞다고?,intp
382,연기 잘할 자신 없는데 그러니까 어떤 상황에서 슬퍼하고 눈물을 흘려야 되는데 난 절대 눈물이 안 날 것 같아 살면서도 울어본 적이 별로 없는데 연기를...,intp
383,너무 신기했어요 T들이 울어본 적이 없다는 게 좀 신기했어요,infj
384,그러니까 슬픔을 안 느끼는 건 아닌데 눈물이... ,intp
385,표현이 별로 안되는 거죠,infj
386,아냐 그것도 아니야 사실 진짜 슬픔도 잘 안 느껴,intp
387,혹시 사이코패스 이런 거 아니죠?,infj
390,아 우리 다 왔구나,estp
391,아 진짜 E들은 진짜 빠르다 I는 어떨지 궁금하다 진짜 지금쯤이면 근데 그런 거 없을 거 같아,entj
392,생각보다 어제도 막 거실에 나와 있는 사람이 더 많았잖아요,estj
394,아 첫날에 비하면?,enfj
395,편견이 깨졌어?,enfp
396,편견이 계속 깨지고 있어 솔직히,entj
397,저 어제 가서 물어봤거든요? I 분들한테 물어봤는데 I끼리 있을 땐 그래도 편하냐 물어봤는데 그것도 달라요 I끼리 있을 땐 편하다 하는 사람 있고 I끼리 있을 때도 불편하다 네 그런 사람도 있고,estj
398,확실한 건 E들 있을 때는 조금 불편한 게 없지 않아 있다는 거네,entp
399,확실히 불편해 해 힘이 떨어진대요 점점 저희는 직사광선 이런 느낌인 거 같고,estj
400,그럼 I를 날씨로 표현하면 뭐야?,esfp
401,그냥 구름 낀 거 아냐? 해에 가린 구름,enfj
403,이게 약간 S의 상상이야?,entp
404,난 지금 느티나무까지 갔어,entj
405,그 여기 올 때 PD님이랑 막 얘기하고 왔잖아요 PD님이 막 나보고 그런 얘기 하더라고 여기서 편히 휴식 취하고 편히 이렇게 놀다 가시면 될 거다,intp
406,맞아 나한테도 그랬어,isfj
407,했는데 전혀 공감이 안 돼,intp
409,아니 여기서 어떻게 충전을...,intp
410,제 말이 제 말이~,isfj
411,나한텐 절대 쉬는 게 아닐 것 같은데 근데 뭐가 제일 부담됐어요 여기 올 때?,intp
412,제 모습이 어떻게 사람들한테 비춰질까 이게 어쨌든 방영이 되고 제 구독자분들이 볼 거잖아요 그분들이 기대했던 모습이 아닌 모습을 보여드리면 좀... 실망하실 수도 있으니까 ,isfj
413,그런 생각 들 수 있겠다,intp
414,그분들을 실망시킬까봐 가 제일... 부담스러웠던 거 같아요,isfj
415,좋아해 주는 사람이 훨씬 많을 것 같은데,intj
416,그쵸 근데 근데 내가 진짜 잘 했는지 모르겠어 이틀동안... 어저께도 그렇고 그래서 어제 일기를 쓰면서 그래 하지만 내일도 이렇게 하면 더 실망할 거야 하면서 내일은 힘내자 파이팅! 이렇게 쓰고 잤죠,isfj
418,아니야 우리 그거 보러 가야지,entp
419,어? 투표지 봐야 되지 않을까요?,estj
423,식재료가 왔!어요,intp
424,뭐 시켰는지 기억이 안 나,isfj
425,우와 우와 포도다,isfp
430,없어! 비호감 없어!,esfj
433,하이~ 굿모닝~,enfp
434,나 삐뚤어질 거야,entj
436,여기 하나 생겼어,estj
437,누구야! 야 누구야,entj
439,아무 말도 안 했어요~,estj
441,오케이! 일단 들어가시죠,estj
442,가자 가자 어? 미션지 있다,entp
443,나 표 생겼어 개이득이야,estj
444,내가 얼마나 잘했는데,entj
445,괜찮아 그럴 수 있어,esfj
447,나 아까 말한 대로 딱 그거네 어제~,istp
449,그 새X 누구더라? 그 춤추는 애,istp
451,사람들이 싫어할 수도 있을 거 같아요 충분히 물론 이제 안 그러신 분인 건 알지만 이제 MBTI가! 구라다! 이렇게 말을 하시는데 자기의 신념이지만 그런 것 때문에 어? 왜 나를 이렇게.. 아니라고 생각하지? 라고 생각하면서 비호로 느낄 수 있을 것 같아요 제 비호라기보다는 그냥 사람들 눈에 비호일 수도 있다! 라는 생각으로 골라봤습니다,estj
452,어제 이후로 비호감을 거의 안 하네,istp
454,아무것도 없구나 이분들은 아직,istp
455,INTJ? 좋으시겠어~,istp
456,뭐가 좋아요ㅋㅋㅋ,intj
458,게임이 아주 재밌어지는구만 어제 굿 리스너의 모드였는데,entj
461,아주 재미있어 게임이,entj
462,"첫 번째 미션, T&F 하루 동안 생활할 각자의 소지품을 챙겨서 T, F 방으로 이동을 해야 합니다",esfj
463,여기가 T 방이고 저기가 F 방이네요,intp
465,난 또 이동 안 한다,istp
466,저기가 F 방이래요,isfj
467,(ISTP님) 한 번도 이동 안 하는거 아니야? INFP님 호감 늘었던데요,intp
469,"4표 됐어요, 4표 ",intp
470,전 하나도 없어요,intp
471,우리 ENTJ님 제가 비호감 찍었는데,intp
473,눈치 못 채시더라고요,intp
474,아 진짜요? 누군지 엄청 찾고.. 누구야 이거!,isfj
475,찾고 있는데 나인지 눈치챌라나 했는데 보니까 모르더라고,intp
476,왜 또 찍었어요,isfj
477,어제 게임하는데 하도 갈구길래 짜증나가지고,intp
478,무섭다 잘보여야겠다 아 무서워,isfj
480,그런데 어... 제가 보드게임 못한다고 너무 놀리더라구 계속 나보고 바보라고.. 한두 번까지는 재밌었는데 계속하니까 살짝 짜증나더라구요 그래서 호감도 ENTJ 비호감도 ENTJ,intp
481,"맞아, 정말 맞아 난 악해 나 오늘 나쁜 짓 해야 돼 이러면 아줌마들이 뒤에서 이렇게 춤추고 없어ㅋㅋ",entj
483,어디가 T 지?,infp
485,왜 맨날 가야 돼?,infp
486,내일도 가야 돼 참고로,istp
487,"아, 진짜요? ",infp
488,내일은 저쪽이 P거든,istp
490,어떻게 알아요?,isfj
491,순서를 내가 분석을 해봤어요,istp
496,그 형님도 오시지 않아요?,istj
497,아 ENTJ님 비호감표가 또 늘겠죠,intp
498,근데 나 호감 하나 받고 싶어 나 아직 아무것도 없다고 근데 사실 비호감만 안 받으면 나는 진짜 감사할 것 같아,esfj
499,근데 비호인 사람들은 확실히 이렇게 좀.. 이렇게 한 사람들인 것 같아 ,enfp
500,맞아 호감이 많을수록 비호도 많아,esfj
502,되게 신기해 어 나는 그래서 나 인터뷰 때도 그 말을 했던 게 평타치고 있는 거 같아서 좋다고 그냥 두루두루 잘 어울리는 그 묻어가는 성향인 거 같아서 너무 좋다고 불호도 없고 호도 없는 게 난 그런 느낌인 거 같아서 좋다고 얘기했어,esfj
508,안녕하세요 우리 오늘 젠틀하게 한번 잘 지내봅시다 오늘 하루 오늘 또 하나가.. 비호감이 늘어서,entj
509,오늘 한번 조용히 해봐요 그럼,istp
510,그럼 조용히 하면 또 달라질까?,entj
512,누가 설거지 좀 도와주세요,esfj
513,어머 다 몰려왔어 자 가서 우리 쉽시다,enfp
514,일단 저희 그럼 같이 앉아요 저희 뭐 안 하니까,enfj
515,이리 오세요 이리 오세요,enfp
516,어제도 그랬어요 어제도..,enfj
517,커몽 커몽 어~ 커몽 커몽,enfp
519,도와드릴 거 없을까요?,intp
520,라면이면 라면 잘 끓이는 분이 해주시면 안 돼요?,entp
522,그러면 전 오늘은 조금 쉬어도 돼요?,entp
523,어 쉬어 그냥 둘이 할게 너무 많아 사람이,entj
527,근데 F들끼리 모이니까 F 같다,enfp
528,맞아 뭔가 따뜻한 느낌!,infp
532,여기 누가 써요 여기 방은?,isfp
533,나랑 ENTP님,enfp
534,잘 때도 열고 주무세요?,isfj
535,잘 때는 닫고 ,enfp
536,잘 때 닫아야지,esfp
537,뭔가 다르다 여기,isfp
538,어 여기는 남자 두 명.. 저기는 그럼 여자 두 명이겠네,esfp
539,예 맞아요 맞아요 맞아요,isfp
543,뭐야 여자가 혼자예요?,istp
545,아니 우리여가지고 그.. 착각했어,istp
547,두 명이네요 그럼 두 명이네,istp
549,T가 별로 여자가 없나 보네,istp
550,그러면 저기는 남자가 두 명이네,entp
553,부러운가 봐 여기가 싫은가 봐 어떡해,istj
555,F 남자들이 스윗하네 아이 좋다 아이 좋다,enfp
556,F 남자 최고야!,esfp
558,우리 아빠가 F 남자거든,esfp
560,부모님 MBTI 아는 사람 있어요?,esfp
561,어...우리 아빠는 F 엄청 잘 울어,enfp
562,우리 가족 다 F더라고,esfp
563,우리 우리도 다 F인 거 같아,enfp
564,우리 INFP 님 잠깐 지문 좀 도와주실게요 지문이,esfj
566,어 됐어! 됐어!,esfj
567,INFP 님 말만 듣더라고 쟤가,enfp
568,또 도와드릴 거 있나요?,infp
569,괜히 괜히 일어났네 아유.. 죄송,esfj
570,어떡해 나 오늘 그냥 너무 편해,esfp
572,난 E한테 기 빨리는 게 아니라 T한테 너무 기가 빨렸어,esfp
573,그럴 수 있어 맞아 그럴 수 있어,enfp
574,울 것 같아 편안해서,esfp
576,F들은 어떤 얘기 하고 있을까?,entp
577,지금 다 어떡해 밖에 안 하고 있지 뭐..,istp
578,"그거 있잖아 강아지 얘기 하면 ""맞아 어떡해"" 막 이런 거 있어 우리는 ""맞지"" 하면서",estj
579,나 거기 가서 한번 또 들쑤시고 싶네,istp
580,여기 자리 바꿀 때?,entp
581,"""뭘 어떡해!!""",istp
582,오늘은 가위바위보 하지 말고 여기 보내 그냥,istj
583,다음 날 비호 개 찍혀 있다고 진짜 다 찍혀 이거,estj
584,근데 0보다는 비호감이 좀 있는 게 난 더 좋은 것 같아,istp
586,나를 유심히 봤다 이런 의미니까?,istj
587,그래도 관심이 낫지 아니 무플보단 악플이야 원래,istp
588,맞아 무플보단 악플이야,entp
589,그리고 너무 이렇게 호감을 받기 위해 자기 자신을 속여버리면 안 돼 그거는,istp
590,거짓된 거야 그거는,istj
591,근데 비호감 3표가 너무 웃겨 절대 아침에 없을 거라고 그랬는데 심지어 오늘 보러 나오지도 않았어요,estj
592,들키면 맞을지도?,intp
594,집에 가고 싶다,isfp
595,집에 가고 싶어? 집에 가고 싶다라는 생각하신 분 있어요?,enfp
596,저.. 저는 좀 했어요,infj
597,I들은 다 한 거 같아,enfp
600,나는 그런 생각을 해본 적이 없어서,enfp
603,딱히 생각을 안 했어요,enfj
604,난 너무 좋은데? 너 집에 가고 싶어?,enfp
605,오늘 처음으로 했어 난 여기서 제일.. 기가 없어.. E 중에ㅋㅋㅋ 에너지가..,esfp
606,아니 궁금한 게.. 짐 언제 싸셨어요?,isfp
611,어제 했던 이 S랑 N은 별로 막 차이가 크게 나지 않았던 것 같은데 이 남은 이틀은.. 좀 차이가 클 것 같아요,esfp
612,저기 두 분 화보 찍으시는 건가?,esfp
613,둘이 너무 잘 맞아,enfp
614,두 분이 같은... 그 앞에만 빼고 다 같은..,isfp
615,근데 진짜 신기하지 않아? 짝지들이랑 생각하는 거랑 뭔가 이 생각하는 회로가 좀 너무 비슷해가지고,enfp
616,저희도 회로 정말 잘 맞아요,esfp
617,저희 어제 같이 낮잠 잤어요,isfp
618,일단 앉으세요~,enfj
619,아 벌써 다 됐구나,enfp
624,지금 슬슬 먹어요 비빔면 다 되니까,entj
625,어떻게 저희가 또 먼저 먹습니,istp
