,text,mbti,ie,ns,ft,pj
469,"4표 됐어요, 4표 ",intp,i,n,t,p
470,전 하나도 없어요,intp,i,n,t,p
471,우리 ENTJ님 제가 비호감 찍었는데,intp,i,n,t,p
473,눈치 못 채시더라고요,intp,i,n,t,p
474,아 진짜요? 누군지 엄청 찾고.. 누구야 이거!,isfj,i,s,f,j
475,찾고 있는데 나인지 눈치챌라나 했는데 보니까 모르더라고,intp,i,n,t,p
476,왜 또 찍었어요,isfj,i,s,f,j
477,어제 게임하는데 하도 갈구길래 짜증나가지고,intp,i,n,t,p
478,무섭다 잘보여야겠다 아 무서워,isfj,i,s,f,j
480,그런데 어... 제가 보드게임 못한다고 너무 놀리더라구 계속 나보고 바보라고.. 한두 번까지는 재밌었는데 계속하니까 살짝 짜증나더라구요 그래서 호감도 ENTJ 비호감도 ENTJ,intp,i,n,t,p
481,"맞아, 정말 맞아 난 악해 나 오늘 나쁜 짓 해야 돼 이러면 아줌마들이 뒤에서 이렇게 춤추고 없어ㅋㅋ",entj,e,n,t,j
483,어디가 T 지?,infp,i,n,f,p
485,왜 맨날 가야 돼?,infp,i,n,f,p
486,내일도 가야 돼 참고로,istp,i,s,t,p
487,"아, 진짜요? ",infp,i,n,f,p
488,내일은 저쪽이 P거든,istp,i,s,t,p
490,어떻게 알아요?,isfj,i,s,f,j
491,순서를 내가 분석을 해봤어요,istp,i,s,t,p
496,그 형님도 오시지 않아요?,istj,i,s,t,j
497,아 ENTJ님 비호감표가 또 늘겠죠,intp,i,n,t,p
498,근데 나 호감 하나 받고 싶어 나 아직 아무것도 없다고 근데 사실 비호감만 안 받으면 나는 진짜 감사할 것 같아,esfj,e,s,f,j
499,근데 비호인 사람들은 확실히 이렇게 좀.. 이렇게 한 사람들인 것 같아 ,enfp,e,n,f,p
500,맞아 호감이 많을수록 비호도 많아,esfj,e,s,f,j
502,되게 신기해 어 나는 그래서 나 인터뷰 때도 그 말을 했던 게 평타치고 있는 거 같아서 좋다고 그냥 두루두루 잘 어울리는 그 묻어가는 성향인 거 같아서 너무 좋다고 불호도 없고 호도 없는 게 난 그런 느낌인 거 같아서 좋다고 얘기했어,esfj,e,s,f,j
508,안녕하세요 우리 오늘 젠틀하게 한번 잘 지내봅시다 오늘 하루 오늘 또 하나가.. 비호감이 늘어서,entj,e,n,t,j
509,오늘 한번 조용히 해봐요 그럼,istp,i,s,t,p
510,그럼 조용히 하면 또 달라질까?,entj,e,n,t,j
512,누가 설거지 좀 도와주세요,esfj,e,s,f,j
513,어머 다 몰려왔어 자 가서 우리 쉽시다,enfp,e,n,f,p
514,일단 저희 그럼 같이 앉아요 저희 뭐 안 하니까,enfj,e,n,f,j
515,이리 오세요 이리 오세요,enfp,e,n,f,p
516,어제도 그랬어요 어제도..,enfj,e,n,f,j
517,커몽 커몽 어~ 커몽 커몽,enfp,e,n,f,p
519,도와드릴 거 없을까요?,intp,i,n,t,p
520,라면이면 라면 잘 끓이는 분이 해주시면 안 돼요?,entp,e,n,t,p
522,그러면 전 오늘은 조금 쉬어도 돼요?,entp,e,n,t,p
523,어 쉬어 그냥 둘이 할게 너무 많아 사람이,entj,e,n,t,j
527,근데 F들끼리 모이니까 F 같다,enfp,e,n,f,p
528,맞아 뭔가 따뜻한 느낌!,infp,i,n,f,p
532,여기 누가 써요 여기 방은?,isfp,i,s,f,p
533,나랑 ENTP님,enfp,e,n,f,p
534,잘 때도 열고 주무세요?,isfj,i,s,f,j
535,잘 때는 닫고 ,enfp,e,n,f,p
536,잘 때 닫아야지,esfp,e,s,f,p
537,뭔가 다르다 여기,isfp,i,s,f,p
538,어 여기는 남자 두 명.. 저기는 그럼 여자 두 명이겠네,esfp,e,s,f,p
539,예 맞아요 맞아요 맞아요,isfp,i,s,f,p
543,뭐야 여자가 혼자예요?,istp,i,s,t,p
545,아니 우리여가지고 그.. 착각했어,istp,i,s,t,p
547,두 명이네요 그럼 두 명이네,istp,i,s,t,p
549,T가 별로 여자가 없나 보네,istp,i,s,t,p
550,그러면 저기는 남자가 두 명이네,entp,e,n,t,p
553,부러운가 봐 여기가 싫은가 봐 어떡해,istj,i,s,t,j
555,F 남자들이 스윗하네 아이 좋다 아이 좋다,enfp,e,n,f,p
556,F 남자 최고야!,esfp,e,s,f,p
558,우리 아빠가 F 남자거든,esfp,e,s,f,p
560,부모님 MBTI 아는 사람 있어요?,esfp,e,s,f,p
561,어...우리 아빠는 F 엄청 잘 울어,enfp,e,n,f,p
562,우리 가족 다 F더라고,esfp,e,s,f,p
563,우리 우리도 다 F인 거 같아,enfp,e,n,f,p
564,우리 INFP 님 잠깐 지문 좀 도와주실게요 지문이,esfj,e,s,f,j
566,어 됐어! 됐어!,esfj,e,s,f,j
567,INFP 님 말만 듣더라고 쟤가,enfp,e,n,f,p
568,또 도와드릴 거 있나요?,infp,i,n,f,p
569,괜히 괜히 일어났네 아유.. 죄송,esfj,e,s,f,j
570,어떡해 나 오늘 그냥 너무 편해,esfp,e,s,f,p
572,난 E한테 기 빨리는 게 아니라 T한테 너무 기가 빨렸어,esfp,e,s,f,p
573,그럴 수 있어 맞아 그럴 수 있어,enfp,e,n,f,p
574,울 것 같아 편안해서,esfp,e,s,f,p
576,F들은 어떤 얘기 하고 있을까?,entp,e,n,t,p
577,지금 다 어떡해 밖에 안 하고 있지 뭐..,istp,i,s,t,p
578,"그거 있잖아 강아지 얘기 하면 ""맞아 어떡해"" 막 이런 거 있어 우리는 ""맞지"" 하면서",estj,e,s,t,j
579,나 거기 가서 한번 또 들쑤시고 싶네,istp,i,s,t,p
580,여기 자리 바꿀 때?,entp,e,n,t,p
581,"""뭘 어떡해!!""",istp,i,s,t,p
582,오늘은 가위바위보 하지 말고 여기 보내 그냥,istj,i,s,t,j
583,다음 날 비호 개 찍혀 있다고 진짜 다 찍혀 이거,estj,e,s,t,j
584,근데 0보다는 비호감이 좀 있는 게 난 더 좋은 것 같아,istp,i,s,t,p
586,나를 유심히 봤다 이런 의미니까?,istj,i,s,t,j
587,그래도 관심이 낫지 아니 무플보단 악플이야 원래,istp,i,s,t,p
588,맞아 무플보단 악플이야,entp,e,n,t,p
589,그리고 너무 이렇게 호감을 받기 위해 자기 자신을 속여버리면 안 돼 그거는,istp,i,s,t,p
590,거짓된 거야 그거는,istj,i,s,t,j
591,근데 비호감 3표가 너무 웃겨 절대 아침에 없을 거라고 그랬는데 심지어 오늘 보러 나오지도 않았어요,estj,e,s,t,j
592,들키면 맞을지도?,intp,i,n,t,p
594,집에 가고 싶다,isfp,i,s,f,p
595,집에 가고 싶어? 집에 가고 싶다라는 생각하신 분 있어요?,enfp,e,n,f,p
596,저.. 저는 좀 했어요,infj,i,n,f,j
597,I들은 다 한 거 같아,enfp,e,n,f,p
600,나는 그런 생각을 해본 적이 없어서,enfp,e,n,f,p
603,딱히 생각을 안 했어요,enfj,e,n,f,j
604,난 너무 좋은데? 너 집에 가고 싶어?,enfp,e,n,f,p
605,오늘 처음으로 했어 난 여기서 제일.. 기가 없어.. E 중에ㅋㅋㅋ 에너지가..,esfp,e,s,f,p
606,아니 궁금한 게.. 짐 언제 싸셨어요?,isfp,i,s,f,p
611,어제 했던 이 S랑 N은 별로 막 차이가 크게 나지 않았던 것 같은데 이 남은 이틀은.. 좀 차이가 클 것 같아요,esfp,e,s,f,p
612,저기 두 분 화보 찍으시는 건가?,esfp,e,s,f,p
613,둘이 너무 잘 맞아,enfp,e,n,f,p
614,두 분이 같은... 그 앞에만 빼고 다 같은..,isfp,i,s,f,p
615,근데 진짜 신기하지 않아? 짝지들이랑 생각하는 거랑 뭔가 이 생각하는 회로가 좀 너무 비슷해가지고,enfp,e,n,f,p
616,저희도 회로 정말 잘 맞아요,esfp,e,s,f,p
617,저희 어제 같이 낮잠 잤어요,isfp,i,s,f,p
618,일단 앉으세요~,enfj,e,n,f,j
619,아 벌써 다 됐구나,enfp,e,n,f,p
624,지금 슬슬 먹어요 비빔면 다 되니까,entj,e,n,t,j
625,어떻게 저희가 또 먼저 먹습니,istp,i,s,t,p
626,으음~ 으음~ 흐음~ 으어~~ 어우 정말 맛있습니다,istp,i,s,t,p
627,근데 저는 제가 I가 맞는 게 말 안 할 수 있어요 저는,istp,i,s,t,p
629,아니 그러니까 말...,istp,i,s,t,p
630,그래서 안 했냐고,istj,i,s,t,j
631,그 E들이 말이 없고 되게 조용한 그 상황을 불편해하잖아요 나는 불편하지 않아 나는 그 어색한 기류가 있는 게 재밌어 나는,istp,i,s,t,p
632,나는 우리 이렇게 얘기하다가 뚝 한 번 끊기는 순간 있잖아 그때마다 그냥 짜증 나,entj,e,n,t,j
633,그거 있잖아 각자마다 자기가 내가 제일 도드라지는 이 글자가 있잖아 뭔 거 같아? 이 네 개 중에 내가 제일 도드라지는 글자가 뭔 거 같아? 오빠는 뭐가 제일 도드라지는 것 같아?,entp,e,n,t,p
634,나? 나... T?,estp,e,s,t,p
638,맞아 나도 T야 그래서 지금이 나는 3일 중에 제일 편해,entp,e,n,t,p
640,나는 어제 느꼈어 보니까 첫째 날 둘째 날 하면서 느낀 게 아 약간 너무 극강의 F랑은 내가 감당하기 힘들다 이게 좀 느껴졌어,istj,i,s,t,j
642,그래서 나 지금 너무 편해 진짜,entp,e,n,t,p
643,어제 무슨 일 있었어요?,estp,e,s,t,p
644,아니 그니까 일은 없었는데 그냥.. 내가 이제 너무 이제 감성적인 사람한테는 나는 일단 내 경험에 비례해서 공감해 주고 막 하는데 내가 감정이 막 이렇게 격해진 적이 없으니까 공감을 못 해줘,istj,i,s,t,j
646,맞아 맞아 맞아,entp,e,n,t,p
648,그래서 어떻게 반응을 해줘야 할지 모르겠어,istj,i,s,t,j
650,아 ISFJ님? 네 ISFJ님이 남들한테 보여지는 거를 되게 신경을 많이 쓰시더라구요 걱정을 많이 하시고 좀 저 주위에도 그런 친구가 한 명 있어가지고 맨날 애기 들어주고 걱정 이렇게 하면은 그냥 공감 해주고 힘들겠다 해주는데 이게 조금 저의 한계라고 느껴지는 게 제가 워낙에 그런 성격이 아니다 보니까 위로해 주는 게 힘들더라구요 공감하는데도 한계가 있고 어 내가 감당할 수 있는 부분이 아니다 라고 생각을 해서 조금 불편한 것 같아요,istj,i,s,t,j
651,그래서 T들의 공감은 약간 이해를 기반으로 해야 돼,entp,e,n,t,p
652,그렇지 그렇지 맞지,estp,e,s,t,p
653,감정적으로 공감이 안 돼,estp,e,s,t,p
654,이게 F가 없으니까 내가 여기에 신경 써가지고 이렇게 해줘야 될.. 계속.. 상처 줄까 봐,entp,e,n,t,p
657,지금 너무 편안해,entp,e,n,t,p
661,그럼 내가...,enfp,e,n,f,p
663,손만 잡았네ㅋㅋ 손만 잡은 걸로ㅋㅋ,enfp,e,n,f,p
666,세 번째 미션이당,esfp,e,s,f,p
668,우리의 세 번째 미션 데이 쓰뤼 트뤄st 어?,esfp,e,s,f,p
669,지금 즉시 1층 라운지로 모여주세요?,istp,i,s,t,p
670,1층 라운지 운동 공간 내려가면 또 하나의 미션 봉투가 있습니다 미션 봉투를 먼저 읽어주세요,esfp,e,s,f,p
671,오? 오.. 운동..? 오.. 무서워..,isfp,i,s,f,p
673,아 우리는 이분 있어,isfj,i,s,f,j
675,뭔가 운동 시킬 거 같아서,enfp,e,n,f,p
676,갑자기 가짜 사나이,esfp,e,s,f,p
677,다 같이 가는 거예요?,entj,e,n,t,j
678,그건 모르겠는데?,istp,i,s,t,p
679,나 신발 저기 있는데?,estp,e,s,t,p
680,저도 운동화 안 갖고 왔어,estj,e,s,t,j
681,이거 신고가도 되나?,estp,e,s,t,p
683,네 운동하기 싫은데,intp,i,n,t,p
684,근데 신기한 게 저.. 저 뭐지 미션지에 원래 스마일만 붙어 있는데 오늘은 이거 슬픔도 붙어 있어,esfj,e,s,f,j
685,H님 나오시나?,infj,i,n,f,j
687,어.. 나 비호감 받아서 나.. 나.. 아령 들으라고 하는 거 아니야? 벌칙 주나?,isfj,i,s,f,j
1,아으 떨려 ㅎㅎㅎ,infp,i,n,f,p
6,어 뭐야? 진실의 방으로?,esfj,e,s,f,j
8,진실의 방으로ㅋㅋ,esfj,e,s,f,j
10,어 뭐야? 진실의 방으로?,isfp,i,s,f,p
11,여기 남자가 두 명 밖에 없는데,enfj,e,n,f,j
12,어 이게 뭐야?,entp,e,n,t,p
13,분위기가 좀 살짝 심오하다,entj,e,n,t,j
18,좀 떨리는 거 같아,esfj,e,s,f,j
19,어 너무 떨린다,isfp,i,s,f,p
20,아니 화장실 가고 싶다니까,isfj,i,s,f,j
21,진짜 화장실 가고 싶어 나,isfp,i,s,f,p
22,Day 3 trust 세 번째 미션 NOTICE 당신의 고민은 무엇인가요? 테이블 위에는 여러분들의 고민이 적힌 카드가 놓여있습니다. 그 고민에 대해 이야기해주세요,esfj,e,s,f,j
23,세 시까지 한 장씩 고민을 오픈하고 그 고민에 대해서 이야기해보세요,istp,i,s,t,p
24,근데 우리 고민을 어떻게 알아?,isfj,i,s,f,j
25,사전 인터뷰 때 얘기를 했었나?,entj,e,n,t,j
26,고민 얘기 안 했는데?,istp,i,s,t,p
28,하 고민이요...,enfp,e,n,f,p
40,고민이 없는 게 고민이에요 스트레스는 사람을 발전시킨다고 생각해요 하지만 전 그게 없어요,estj,e,s,t,j
41,어 비슷해 고민이 없어요,istj,i,s,t,j
42,이거 둘 중에 하나가 제 거예요,entj,e,n,t,j
43,아 진짜 맞아요?,estj,e,s,t,j
44,네 맞긴 맞아요 고민이 없어요 또 누가 얘기하셨어요?,entj,e,n,t,j
45,여기가 두 개가 고민이 없어요,istj,i,s,t,j
46,고민이 없어요 고민이 없는 게 걱정이에요,estj,e,s,t,j
47,근데 이 말도 내가 할 스타일이라서,entj,e,n,t,j
48,그거를 제가 했어요,intj,i,n,t,j
49,이거를 니가 한 거지? 그러니까 나는 여기까지 그러니까 똑같아 그러니까 소름.. 소름 돋는다 진짜,entj,e,n,t,j
50,"어 너무 시작부터 너무 무거운 얘기를 했네 내가?
인간은 왜 존재하는 걸까... 약간... 그냥 존재의 유무에 대해서 생각을 많이…
그러니까 좀 쓸데없는 상상이긴 한데 그냥 '어 인간은 왜 존재하는 걸까?'
어쩌다가 인간이란 존재가 나타나게 됐는지 어쩌다가 이렇게까지 발전을 하게 됐는지
옛날에는... 어 뭔가 그냥 계속 꼬리를 물고 물고 갔던 것 같아 생각이... ",enfp,e,n,f,p
51,저는 일타강사가 되고 싶은데 역경들을 이겨낼 수 있을지 고민이에요,estp,e,s,t,p
52,사실 고민 아니잖아,istp,i,s,t,p
53,맞아 사실 할 수 있을 거 알잖아,entp,e,n,t,p
54,그냥 스스로 이겨낼 수 있다고 생각 하잖아,istp,i,s,t,p
55,"그러니까 사실 이거 처음 할 때 일타강사도 어떻게 보면 인기가 필요한
직업이잖아요 저희가 그냥 잘 가르치기만 해서 그냥 학생들이 몰리는 건 아니니까 그래서 인기라는 게 사실 제가
무조건 열심히 한다고 해서 되는 건 아니니까 그래서 이제 그런 부분에 대해서 좀 고민이 있었던 것 같아요",estp,e,s,t,p
56,어 맞아 내가 컨트롤할 수 없는 부분에 대해서 이제... 확신이 없으니까 거기서 스트레스가 오는 거지,istj,i,s,t,j
57,아 사실 뭔가를 해결책을 받고 싶어서 말한 건 아니었고 그냥 이런 게 좀 고민이다 정도?,estp,e,s,t,p
58,이건 그냥 F한테 얘기를 했었어야 됐네,istp,i,s,t,p
59,"할까요? 나는 사실 이 중에서 제일 길 거 같긴 한데 난 좀 심오해
그니까 나는 개인사정이랑 좀 섞여있긴 한데 어 약간 울컥할라 그러네
영향력이 있는 사람이 되어서
나중에는 기부재단을... 설립하고 싶은데 아직은 제 스스로가 부족하다고 느껴요
이게 어릴... 때부터 그냥... 좀... 뭐라 해야 되지?
목표.. 중에 하나라고 해야 되나? 그니까 음…
내가 뭔가 뭐 연예인이 됐든 뭐 유명한 사람이 됐든 어쨌든 뭔가
영향력 있는 사람이 되어서 이제 기부재단을 좀 설립하고 싶은...
그런 꿈이 있어요 저는",esfj,e,s,f,j
62,아니 내가 눈을 돌리려고 여길 봤는데 이미이렇게 하고 있는 거야,enfp,e,n,f,p
63,눈물이 차올라서 고갤 들어,esfj,e,s,f,j
64,"나는 남부러울 게 없었어 되게 좋은 집안에서 자라서
진로를 선택하는 데도 그렇게 큰 어려움이 없었어 내가 고등학교 때?
힘든 친구들을 보면은 그런 친구들은 대부분
꿈이 없더라구 꿈을 맘대로 꾸지도 못하고 그냥... 포기를 해버리는 게 너무 불쌍한 거야
그러니까... 불쌍하다기보단 안타까운 거? 저들도 기회라는 게 있는데
기회조차 주어지지도.. 내가 뭔가 도움을 자꾸 주고 싶은 거야
그래서 그때부터 나는 이제 기부를 하기 시작을 했었어",esfj,e,s,f,j
65,잘 하고 있는데 왜 그게 고민이야,enfp,e,n,f,p
66,"어... 영향력 있는 사람이 되어야 된다고 생각해 막상 밖을 나와 보니깐 대단한 사람들이 더 많고
그런 걸 보니까 난 진짜 너무 작구나 내가 이걸 하고 싶은데 이게 될까? 이런 생각이
자꾸 물음표가 자꾸 생각이 나는 거야",esfj,e,s,f,j
67,근데 이렇게 얘기를 해서 이게 또 만약에 편집돼서 나가는 것조차 선한 영향력을 끼치는 게 아닐까,infp,i,n,f,p
68,"세상에는 진짜 생각보다 내가 성장할 수 있는 기회가 진짜 많은... 것 같다고 살면서 계속 느꼈어요
지금 당장의 영향력이 없다고 슬퍼하기는 너무 이르지 않나",isfj,i,s,f,j
69,"근데 나는 언니같은 사람이 있어서 너무 좋은 게 이렇게 부유한 집안에서 자라서 그냥 잘 살고
내가 잘 살다 죽으면 되겠지 하는 사람들도 있는 반면에 언니처럼 생각하는 사람들도 있어서
세상이 뭔가 조금씩 더 좋아지고 있는 건 확실한 거 같아 이대로의 마음으로만 계속 간다면
충분히 뭐든지 해내 갈 수 있을 것 같다는 생각",esfp,e,s,f,p
70,맞아 맞아 아~ 정리 잘했다~,enfp,e,n,f,p
71,맞아 맞아 맞아,isfp,i,s,f,p
72,저는 고민이 없어서 고민이라고 적었는데 스트레스가 좀 있어야지 사람이,intj,i,n,t,j
74,"네 과도한 스트레스는 안 좋겠지만 저는 그게 약간 동력이 된다고 생각하거든요 발전을 하는데 근데 스트레스가 없으니까 의식적으로 항상 해야 돼요
제가 발전을 하고 싶으면은
",intj,i,n,t,j
75,"아 근데 나는 완전 똑같잖아 성향만 다른 거지 나도 고민이 없어요야
완전... 알고리즘이 똑같아 그래서 하루 목표치를 무조건
정해놓고 그걸 무조건 해",entj,e,n,t,j
76,저도요 그래서 저도 하루 단위로 쪼갰어요 ,intj,i,n,t,j
77,"그래서 유튜브를 처음 했었을 때도
1일 1콘텐츠 무조건 한다였어 운동도 절대 빼먹지 않는다였어 그리고 그걸 무조건 했어
과학적으로
운동을 해봐라라고 추천해 주고 싶어 운동을 하게 되면 스트레스를 맨날 받아 그게 내 몸만큼 정직한 게 없거든",entj,e,n,t,j
